DISTRIBUCIONES LORTIZ DIST LORTIZ DLORTIZ S.A.;;;;;;;;;;;;;;;;;;
Reporte de Saldos de Inventario por Bodega;;;;;;;;;;;;;;;;;;
Fecha de Corte: 2026-05-08;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
Código;Categoría;Producto;Unidad;Código de catálogo;PVP;Costo;Marca;Almacenes;Bodegas Principales;Bodegas Showroom;Oficina Adams;Bodega Mercaderia en Transito;Bodega 2;Bodega Web;BODEGAS BATAN;Bodegas Muestras;BODEGAS TEMPORALES LAVANDERIA;Total General
TL-Y23-101B.A/36;PANTALON / CABALLERO ;H. PANTALON TED LAPIDUS CASUAL P/CABALLERO NAVY;Unidad;20241008-PANAMA-PRES-MAG;47,74;15;TED LAPIDUS PANTALON P/CABALLERO;3,00;;;;;;;;;;3,00
TL-Y23-101B.A/38;PANTALON / CABALLERO ;H. PANTALON TED LAPIDUS CASUAL P/CABALLERO NAVY;Unidad;20241008-PANAMA-PRES-MAG;47,74;15;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-101B.A/40;PANTALON / CABALLERO ;H. PANTALON TED LAPIDUS CASUAL P/CABALLERO NAVY;Unidad;20241008-PANAMA-PRES-MAG;47,74;15;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;1,00;;;1,00
TL-Y23-104A.A/32;PANTALON / CABALLERO ;H. PANT. DE VESTIR TED LAPIDUS BLACK;Unidad;20231213-PRESTIGE-PANAMA;43,39;15,21;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104A.A/34;PANTALON / CABALLERO ;H. PANT. DE VESTIR TED LAPIDUS BLACK;Unidad;20231213-PRESTIGE-PANAMA;43,39;15,21;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104A.A/36;PANTALON / CABALLERO ;H. PANT. DE VESTIR TED LAPIDUS BLACK;Unidad;20231213-PRESTIGE-PANAMA;43,39;15,21;TED LAPIDUS PANTALON P/CABALLERO;1,00;;;;;;;1,00;;;2,00
TL-Y23-104A.A/38;PANTALON / CABALLERO ;H. PANT. DE VESTIR TED LAPIDUS BLACK;Unidad;20231213-PRESTIGE-PANAMA;43,39;15,21;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104A.A/40;PANTALON / CABALLERO ;H. PANT. DE VESTIR TED LAPIDUS BLACK;Unidad;20231213-PRESTIGE-PANAMA;43,39;15,21;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104A.B/30;PANTALON / CABALLERO ;H. PANTALON TED LAPIDUS CASUAL P/CABALLERO BLACK;Unidad;20241008-PANAMA-PRES-MAG;47,74;15;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104A.B/32;PANTALON / CABALLERO ;H. PANTALON TED LAPIDUS CASUAL P/CABALLERO BLACK;Unidad;20241008-PANAMA-PRES-MAG;47,74;15;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104A.B/34;PANTALON / CABALLERO ;H. PANTALON TED LAPIDUS CASUAL P/CABALLERO BLACK;Unidad;20241008-PANAMA-PRES-MAG;47,74;15;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104A.B/36;PANTALON / CABALLERO ;H. PANTALON TED LAPIDUS CASUAL P/CABALLERO BLACK;Unidad;20241008-PANAMA-PRES-MAG;47,74;15;TED LAPIDUS PANTALON P/CABALLERO;3,00;;;;;;;;;;3,00
TL-Y23-104A.B/38;PANTALON / CABALLERO ;H. PANTALON TED LAPIDUS CASUAL P/CABALLERO BLACK;Unidad;20241008-PANAMA-PRES-MAG;47,74;15;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104A.B/40;PANTALON / CABALLERO ;H. PANTALON TED LAPIDUS CASUAL P/CABALLERO BLACK;Unidad;20241008-PANAMA-PRES-MAG;47,74;15;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;1,00;;;1,00
TL-Y23-104B.A/30;PANTALON / CABALLERO ;H. PANT. DE VESTIR TED LAPIDUS BLUE;Unidad;20231213-PRESTIGE-PANAMA;43,39;15,21;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104B.A/32;PANTALON / CABALLERO ;H. PANT. DE VESTIR TED LAPIDUS BLUE;Unidad;20231213-PRESTIGE-PANAMA;43,39;15,21;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104B.A/34;PANTALON / CABALLERO ;H. PANT. DE VESTIR TED LAPIDUS BLUE;Unidad;20231213-PRESTIGE-PANAMA;43,39;15,21;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104B.A/36;PANTALON / CABALLERO ;H. PANT. DE VESTIR TED LAPIDUS BLUE;Unidad;20231213-PRESTIGE-PANAMA;43,39;15,21;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104B.A/38;PANTALON / CABALLERO ;H. PANT. DE VESTIR TED LAPIDUS BLUE;Unidad;20231213-PRESTIGE-PANAMA;43,39;15,21;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104B.A/40;PANTALON / CABALLERO ;H. PANT. DE VESTIR TED LAPIDUS BLUE;Unidad;20231213-PRESTIGE-PANAMA;43,39;15,21;TED LAPIDUS PANTALON P/CABALLERO;3,00;;;;;;;1,00;;;4,00
TL-Y23-104B.B/30;PANTALON / CABALLERO ;H. PANTALON TED LAPIDUS CASUAL P/CABALLERO BLUE;Unidad;20241008-PANAMA-PRES-MAG;47,74;15;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104B.B/32;PANTALON / CABALLERO ;H. PANTALON TED LAPIDUS CASUAL P/CABALLERO BLUE;Unidad;20241008-PANAMA-PRES-MAG;47,74;15;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104B.B/34;PANTALON / CABALLERO ;H. PANTALON TED LAPIDUS CASUAL P/CABALLERO BLUE;Unidad;20241008-PANAMA-PRES-MAG;47,74;15;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104B.B/36;PANTALON / CABALLERO ;H. PANTALON TED LAPIDUS CASUAL P/CABALLERO BLUE;Unidad;20241008-PANAMA-PRES-MAG;47,74;15;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104B.B/38;PANTALON / CABALLERO ;H. PANTALON TED LAPIDUS CASUAL P/CABALLERO BLUE;Unidad;20241008-PANAMA-PRES-MAG;47,74;15;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL-Y23-104B.B/40;PANTALON / CABALLERO ;H. PANTALON TED LAPIDUS CASUAL P/CABALLERO BLUE;Unidad;20241008-PANAMA-PRES-MAG;47,74;15;TED LAPIDUS PANTALON P/CABALLERO;;;;;;;;;;;0,00
TL40X70AMR;TOALLAS;TOALLA 40 X 70 AMARILLO;Unidad;;3,92;0,58;;31,00;;;;;;;;;;31,00
TL40X70AZ;TOALLAS;TOALLA 40 X 70 AZUL;Unidad;;3,92;0,58;;;;;;;;;;;;0,00
TL40X70AZM;TOALLAS;TOALLA 40 X 70 AZUL MARINO;Unidad;;3,92;0,58;;;;;;;;;;;;0,00
TL40X70BL;TOALLAS;TOALLA 40 X 70 BLANCA;Unidad;;3,92;0,58;;;;;;;;;;;;0,00
TL40X70CA;TOALLAS;TOALLA 40 X 70 CAFÉ;Unidad;;3,92;0,58;;;;;;;;;;;;0,00
TL40X70CE;TOALLAS;TOALLA 40 X 70 CELESTE;Unidad;;3,92;0,58;;;;;;;;;;;;0,00
TL40X70FU;TOALLAS;TOALLA 40 X 70 FUCSIA;Unidad;;3,92;0,58;;;;;;;;;;;;0,00
TL40X70GR;TOALLAS;TOALLA 40 X 70  GRIS;Unidad;;3,92;0,58;;;;;;;;;;;;0,00
TL40X70LI;TOALLAS;TOALLA 40 X 70 LILA;Unidad;;3,92;0,58;;;;;;;;;;;;0,00
TL40X70NA;TOALLAS;TOALLA 40 X 70 NARANJA;Unidad;;3,92;0,58;;;;;;;;;;;;0,00
TL40X70VC;TOALLAS;TOALLA 40X70 VERDE CLARO;Unidad;;3,92;0,58;;;;;;;;;;;;0,00
TL40X70VE;TOALLAS;TOALLAS 40 X 70 VERDE;Unidad;;3,92;0,58;;;;;;;;;;;;0,00
TL40X70VI;TOALLAS;TOALLA 40 X 70 VINO;Unidad;;3,92;0,58;;;;;;;;;;;;0,00
TL60X120AMR;TOALLAS;TOALLA 60 X 120 AMARILLA;Unidad;;8,92;1,15;;3,00;;;;;;;;;;3,00
TL60X120AZ;TOALLAS;TOALLA 60 X 120 AZUL;Unidad;;8,92;1,15;;;;;;;;;;;;0,00
TL60X120AZM;TOALLAS;TOALLA 60 X 120 AZUL MARINO;Unidad;;8,92;1,15;;;;;;;;;;;;0,00
TL60X120BL;TOALLAS;TOALLA 60 X 120 BLANCA;Unidad;;8,92;1,15;;2,00;;;;;;;;;;2,00
TL60X120CA;TOALLAS;TOALLA 60 X 120 CAFE;Unidad;;8,92;1,15;;;;;;;;;;;;0,00
TL60X120CE;TOALLAS;TOALLA 60 X 120 CELESTE;Unidad;;8,92;1,1;;;;;;;;;;;;0,00
TL60X120FU;TOALLAS;TOALLA 60 X 120 FUCSIA;Unidad;;8,92;1,15;;16,00;;;;;;;;;;16,00
TL60X120GR;TOALLAS;TOALLA 60 X 120 GRIS;Unidad;;8,92;1,15;;;;;;;;;;;;0,00
TL60X120LI;TOALLAS;TOALLA LILA 60 X 120 LILA;Unidad;;8,92;1,15;;;;;;;;;;;;0,00
TL60X120MA;TOALLAS;TOALLA 60 X 120 MAMEY;Unidad;;8,92;1,14;;16,00;;;;;;;;;;16,00
TL60X120NA;TOALLAS;TOALLA 60 X 120 NARANJA;Unidad;;8,92;1,15;;25,00;;;;;;;;;;25,00
TL60X120RO;TOALLAS;TOALLA 60 X 120 ROSADO;Unidad;;8,92;1,15;;;;;;;;;;;;0,00
TL60X120VA;TOALLAS;TOALLA 60 X 120 VERDE ACEITUNA;Unidad;;8,92;1,15;;43,00;;;;;;;;;;43,00
TL60X120VC;TOALLAS;TOALLA 60 X 120 VERDE CLARO;Unidad;;8,92;1,15;;;;;;;;;;;;0,00
TL60X120VE;TOALLAS;TOALLA 60 X 120 VERDE;Unidad;;8,92;1,15;;;;;;;;;;;;0,00
TL60X120VI;TOALLAS;TOALLA 60 X 120 VINO;Unidad;;8,92;1,15;;8,00;;;;;;;;;;8,00
TL60X120VL;TOALLAS;TOALLA 60 X 120 VERDE LIMON;Unidad;;8,92;1,13;;;;;;;;;;;;0,00
TL78X150AMR;TOALLAS;TOALLA 78 X 150 AMARILLA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TL78X150AZ;TOALLAS;TOALLA 78 X 150 AZUL;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TL78X150BL;TOALLAS;TOALLA 78 X 150 BLANCA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TL78X150CA;TOALLAS;TOALLA 78 X 150 CAFE;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TL78X150CE;TOALLAS;TOALLA 78 X 150 CELESTE;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TL78X150FU;TOALLAS;TOALLA 78 X 150 FUCSIA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TL78X150GR;TOALLAS;TOALLA 78 X 150 GRIS;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TL78X150LI;TOALLAS;TOALLA 78 X 150 LILA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TL78X150MA;TOALLAS;TOALLA 78 X 150 MAMEY;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TL78X150NA;TOALLAS;TOALLA 78 X 150 NARANJA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TL78X150RO;TOALLAS;TOALLA 78 X 150 ROSADO;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TL78X150VA;TOALLAS;TOALLA 78 X 150 VERDE ACEITUNA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TL78X150VC;TOALLAS;TOALLA 78 X 150 VERDE CLARO;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TL78X150VE;TOALLAS;TOALLA 78 X 150 VERDE;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TL78X150VI;TOALLAS;TOALLA 78 X 150 VINO;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TL78X150VL;TOALLAS;TOALLA 78 X 150 VERDE LIMON;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TLLS-7W-LED;ILUMINACIÓN;FOCO TRACK LIGHT 7W-4000K/85V-265V/50/60HZ;Unidad;;7,5;7,5;;;;2,00;;;;;;;;2,00
TOALLA-150X78;TOALLAS;TOALLAS 100% ALGODON;Unidad;;12,49;3,87;;;;;;;;;;;;0,00
TOALLA-70X40;TOALLAS;TOALLAS PEQUENAS 100%ALGODON;Unidad;;4,38;1,45;;;;;;;;;;;;0,00
TOALLAS 60X120 BLANCO;TOALLAS;TOALLAS 60X120 DE LA INDIA;Unidad;;11,6;1,15;;;;;;;;;;;;0,00
TOALLAS 60X120 MAMEY;TOALLAS;TOALLAS 60X120 DE LA INDIA;Unidad;;11,6;1,15;;;;;;;;;;;;0,00
TOALLAS 60X120 VINO;TOALLAS;TOALLAS 60X120 DE LA INDIA;Unidad;;11,6;1,15;;;;;;;;;;;;0,00
TOALLAS 60X120AMARILLO;TOALLAS;TOALLAS 60X120 DE LA INDIA;Unidad;;11,6;1,15;;;;;;;;;;;;0,00
TOALLAS 60X120AZULCLAR;TOALLAS;TOALLAS 60X120 DE LA INDIA;Unidad;;11,6;1,15;;;;;;;;;;;;0,00
TOALLAS 60X120CELESTE;TOALLAS;TOALLAS 60X120 DE LA INDIA;Unidad;;11,6;1,15;;;;;;;;;;;;0,00
TOALLAS 60X120VERDACEI;TOALLAS;TOALLAS 60X120 DE LA INDIA;Unidad;;11,6;1,15;;;;;;;;;;;;0,00
TOALLAS 60X120VERDCLAR;TOALLAS;TOALLAS 60X120 DE LA INDIA;Unidad;;11,6;1,15;;;;;;;;;;;;0,00
TOALLAS 78 X 1.50 AMAR;TOALLAS;TOALLAS 78 X 1.50 DE LA INDIA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TOALLAS 78 X 1.50 AZUL;TOALLAS;TOALLAS 78 X 1.50 DE LA INDIA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TOALLAS 78 X 1.50 BLAN;TOALLAS;TOALLAS 78 X 1.50 DE LA INDIA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TOALLAS 78 X 1.50 LILA;TOALLAS;TOALLAS 78 X 1.50 DE LA INDIA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TOALLAS 78 X 1.50 ROSA;TOALLAS;TOALLAS 78 X 1.50 DE LA INDIA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TOALLAS 78 X 1.50 VERD;TOALLAS;TOALLAS 78 X 1.50 DE LA INDIA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TOALLAS 78 X 1.50AZUCL;TOALLAS;TOALLAS 78 X 1.50 DE LA INDIA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TOALLAS 78 X 1.50CELES;TOALLAS;TOALLAS 78 X 1.50 DE LA INDIA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TOALLAS 78 X 1.50VERAC;TOALLAS;TOALLAS 78 X 1.50 DE LA INDIA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TOALLAS 78 X 1.50VERCL;TOALLAS;TOALLAS 78 X 1.50 DE LA INDIA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TOALLAS 78 X 1.50VERPE;TOALLAS;TOALLAS 78 X 1.50 DE LA INDIA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TOALLAS 78 X 150 MAMEY;TOALLAS;TOALLAS 78 X 1.50 DE LA INDIA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TOALLAS 78 X 150FUCCIA;TOALLAS;TOALLAS 78 X 1.50 DE LA INDIA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TOALLAS 78 X 150NARANJ;TOALLAS;TOALLAS 78 X 1.50 DE LA INDIA;Unidad;;13,99;1,7;;;;;;;;;;;;0,00
TOB7Z-63;MATERIALES, EQUIPOS, ACCESORIOS - ORDEFAS;BREAKER 600VDC 2 POLOS RIEL DIN 32 AMP;Unidad;;22;22;;;;;;;;;;;;0,00
TONYP002;BISUTERIA;PULSERA;Unidad;;20,5;12;BISUTERIA Y PERFUMES;1,00;;;;;;;;;;1,00
TOP LIRIO/L;BLUSA;TOP LIRIO ROJO-BLANCO;Unidad;KERLY19/12/2024;58,17;26,8;;;;;;;;;;;;0,00
TOP LIRIO/M;BLUSA;TOP LIRIO ROJO-BLANCO;Unidad;KERLY19/12/2023;58,17;26,8;;;;;;;;;;;;0,00
TOP LIRIO/S;BLUSA;TOP LIRIO ROJO-BLANCO;Unidad;KERLY19/12/2023;58,17;26,8;;;;;;;;;;;;0,00
TOP-1;BLUSA;M. TOP ONE ZIZE VARIOS MDLS;Unidad;;12,09;4;;;;;;;;;;;;0,00
TOP-AMB/L;TOP / DAMAS;M. TOP AMBAR BLANCO / VERDE / FUCSIA;Unidad;20240624-KERLY LLERENA;68,61;32,56;;1,00;;;;;;;;;;1,00
TOP-AMB/M;TOP / DAMAS;M. TOP AMBAR BLANCO / VERDE / FUCSIA;Unidad;20240624-KERLY LLERENA;68,61;32,56;;1,00;;;;;;;;;;1,00
TOP-AMB/S;TOP / DAMAS;M. TOP AMBAR BLANCO / VERDE / FUCSIA;Unidad;20240624-KERLY LLERENA;68,61;32,56;;;;;;;;;;;;0,00
TOP-AZAF-LINO/M;TOP / DAMAS;TOP DE LINO AZAFRAN;Unidad;NARANJA ROSA 2025;66;29,67;;;;;;;;;;;;0,00
TOP-FANNY-RO/L;TOP / DAMAS;TOP P/DAMA MOPA ROJO;Unidad;7DIC2024- KERLY LLERENA;57,3;26,11;;1,00;;;;;;;;;;1,00
TOP-FANNY-RO/M;TOP / DAMAS;TOP P/DAMA MOPA ROJO;Unidad;7DIC2024- KERLY LLERENA;57,3;26,11;;1,00;;;;;;;;;;1,00
TOP-FANNY-RO/XL;TOP / DAMAS;TOP P/DAMA MOPA ROJO;Unidad;7DIC2024- KERLY LLERENA;57,3;26,11;;1,00;;;;;;;;;;1,00
TOP-FANNY-VE/L;TOP / DAMAS;TOP P/DAMA MOPA VERDE;Unidad;7DIC2024-KERLY LLERENA;57,3;26,11;;;;;;;;;;;;0,00
TOP-FANNY-VE/M;TOP / DAMAS;TOP P/DAMA MOPA VERDE;Unidad;7DIC2024-KERLY LLERENA;57,3;26,11;;;;;;;;;;;;0,00
TOP-FANNY-VE/XL;TOP / DAMAS;TOP P/DAMA MOPA VERDE;Unidad;7DIC2024-KERLY LLERENA;57,3;26,11;;1,00;;;;;;;;;;1,00
TOP-FREDA-WH-L;TOP / DAMAS;TOP FREDA WHITE;Unidad;NARANJA ROSA 2025 3-4;63,39;25,18;;;;;;;;;;;;0,00
TOP-FREDA-WH-M;TOP / DAMAS;TOP FREDA WHITE;Unidad;NARANJA ROSA 2025 3-4;63,39;25,18;;;;;;;;;;;;0,00
TOP-FREDA-WH-S;TOP / DAMAS;TOP FREDA WHITE;Unidad;NARANJA ROSA 2025 3-4;63,39;25,18;;;;;;;;;;;;0,00
TOP-GALILEI-NA/L;TOP / DAMAS;M. TOP NEGRO GALILEI;Unidad;20240910-KERLY-LLERENA;69,48;29,9;;;;;;;;;;;;0,00
TOP-GALILEI-NA/M;TOP / DAMAS;M. TOP NEGRO GALILEI;Unidad;20240910-KERLY-LLERENA;69,48;29,9;;1,00;;;;;;;;;;1,00
TOP-GALILEI-NA/S;TOP / DAMAS;M. TOP NEGRO GALILEI;Unidad;20240910-KERLY-LLERENA;69,48;29,9;;1,00;;;;;;;;;;1,00
TOP-HALNECK-IVO/L;TOP / DAMAS;TOP HALTER NECK IVORY;Unidad;MISS LOVE;64,26;25,4;;1,00;;;;;;;;;;1,00
TOP-HALNECK-IVO/M;TOP / DAMAS;TOP HALTER NECK IVORY;Unidad;MISS LOVE;64,26;25,4;;1,00;;;;;;;;;;1,00
TOP-HALNECK-IVO/S;TOP / DAMAS;TOP HALTER NECK IVORY;Unidad;MISS LOVE;64,26;25,4;;3,00;;;;;;;;;;3,00
TOP-LSLEVES-NTA/L;TOP / DAMAS;TOP LONG SLEEVES NAVY TAUPE;Unidad;DRESS FORUM;66,87;26,48;;1,00;;;;;;;;;;1,00
TOP-LSLEVES-NTA/M;BLUSA;TOP LONG SLEEVES NAVY TAUPE;Unidad;DRESS FORUM;66,87;26,48;;;;;;;;;;;;0,00
TOP-LSLEVES-NTA/S;TOP / DAMAS;TOP LONG SLEEVES NAVY TAUPE;Unidad;DRESS FORUM;66,87;26,48;;2,00;;;;;;;;;;2,00
TOP-MARGARITA/L;BLUSA;TOP BLANCA;Unidad;KERLY 10/11/2023;58,17;26,8;;;;;;;;;;;;0,00
TOP-MARGARITA/M;BLUSA;TOP BLANCA;Unidad;KERLY 10/11/2023;58,17;26,8;;;;;;;;;;;;0,00
TOP-MARGARITA/S;BLUSA;TOP BLANCA;Unidad;KERLY 10/11/2023;58,17;26,8;;;;;;;;;;;;0,00
TOP-OL-AZM/L;TOP / DAMAS;M. TOP OLIVIA AZUL MARINO;Unidad;2025-05-22- SOLE;35,63;39;CONSIGNA SOLE;;;;;;;;;;;0,00
TOP-OL-AZM/M;TOP / DAMAS;M. TOP OLIVIA AZUL MARINO;Unidad;2025-05-22- SOLE;35,63;39;CONSIGNA SOLE;2,00;;;;;;;;;;2,00
TOP-OL-AZM/S;TOP / DAMAS;M. TOP OLIVIA AZUL MARINO;Unidad;2025-05-22- SOLE;35,63;39;CONSIGNA SOLE;2,00;;;;;;;;;;2,00
TOP-OL-AZM/XL;TOP / DAMAS;M. TOP OLIVIA AZUL MARINO;Unidad;2025-05-22- SOLE;35,63;39;CONSIGNA SOLE;;;;;;;;;;;0,00
TOP-OL-AZM/XS;TOP / DAMAS;M. TOP OLIVIA AZUL MARINO;Unidad;2025-05-22- SOLE;35,63;39;CONSIGNA SOLE;1,00;;;;;;;;;;1,00
TOP-OSHOUL-BL/L;TOP / DAMAS;TOP ONE SHOULD BLACK;Unidad;MISS LOVE;52,96;21,11;;;;;;;;;;;;0,00
TOP-OSHOUL-BL/M;TOP / DAMAS;TOP ONE SHOULD BLACK;Unidad;MISS LOVE;52,96;21,11;;;;;;;;;;;;0,00
TOP-OSHOUL-BL/S;TOP / DAMAS;TOP ONE SHOULD BLACK;Unidad;MISS LOVE;52,96;21,11;;2,00;;;;;;;;;;2,00
TOP-OSHOUL-DNVY/L;TOP / DAMAS;TOP ONE SHOULD DARK NAVY;Unidad;MISS LOVE;59,91;23,97;;1,00;;;;;;;;;;1,00
TOP-OSHOUL-DNVY/M;TOP / DAMAS;TOP ONE SHOULD DARK NAVY;Unidad;MISS LOVE;59,91;23,97;;;;;;;;;;;;0,00
TOP-OSHOUL-DNVY/S;TOP / DAMAS;TOP ONE SHOULD DARK NAVY;Unidad;MISS LOVE;59,91;23,97;;2,00;;;;;;;;;;2,00
TOP-PAULA-AZN-CONSIG/L;TOP / DAMAS;TOP BLUSA PAULA AZUL MARINO;Unidad;CONSIGNACION SOLE MAYO 2025;44,26;50;CONSIGNA SOLE;;;;;;;;;;;0,00
TOP-PAULA-AZN-CONSIG/M;TOP / DAMAS;TOP PAULA AZUL MARINO;Unidad;CONSIGNACION SOLE MAYO 2025;44,26;50;CONSIGNA SOLE;;;;;;;;;;;0,00
TOP-PAULA-AZN-CONSIG/S;TOP / DAMAS;TOP BLUSA PAULA AZUL MARINO;Unidad;CONSIGNACION SOLE MAYO 2025;44,26;50;CONSIGNA SOLE;;;;;;;;;;;0,00
TOP-PAULA-AZN-CONSIG/XL;TOP / DAMAS;TOP BLUSA PAULA AZUL MARINO;Unidad;CONSIGNACION SOLE MAYO 2025;44,26;50;CONSIGNA SOLE;;;;;;;;;;;0,00
TOP-PAULA-AZN-CONSIG/XS;TOP / DAMAS;TOP BLUSA PAULA AZUL MARINO;Unidad;CONSIGNACION SOLE MAYO 2025;44,26;50;CONSIGNA SOLE;;;;;;;;;;;0,00
TOP-PAULA-WHT-CONSIG/L;TOP / DAMAS;TOP BLUSA PAULA WHITE;Unidad;CONSIGNACION SOLE MAYO 2025;44,26;50;CONSIGNA SOLE;;;;;;;;;;;0,00
TOP-PAULA-WHT-CONSIG/M;TOP / DAMAS;TOP BLUSA PAULA WHITE;Unidad;CONSIGNACION SOLE MAYO 2025;44,26;50;CONSIGNA SOLE;;;;;;;;;;;0,00
TOP-PAULA-WHT-CONSIG/S;TOP / DAMAS;TOP BLUSA PAULA WHITE;Unidad;CONSIGNACION SOLE MAYO 2025;44,26;50;CONSIGNA SOLE;;;;;;;;;;;0,00
TOP-PAULA-WHT-CONSIG/XL;TOP / DAMAS;TOP BLUSA PAULA WHITE;Unidad;CONSIGNACION SOLE MAYO 2025;44,26;50;CONSIGNA SOLE;;;;;;;;;;;0,00
TOP-PAULA-WHT-CONSIG/XS;TOP / DAMAS;TOP BLUSA PAULA WHITE;Unidad;CONSIGNACION SOLE MAYO 2025;44,26;50;CONSIGNA SOLE;;;;;;;;;;;0,00
TOP-RAYON-MM/L;TOP / DAMAS;TOP RAYON MOCHA MOUSSE;Unidad;DRESS FORUM;66;26,12;;;;;;;;;;;;0,00
TOP-RAYON-MM/M;TOP / DAMAS;TOP RAYON MOCHA MOUSSE;Unidad;DRESS FORUM;66;26,12;;1,00;;;;;;;;;;1,00
TOP-RAYON-MM/S;TOP / DAMAS;TOP RAYON MOCHA MOUSSE;Unidad;DRESS FORUM;66;26,12;;3,00;;;;;;;;;;3,00
TOP-ROSE/L;BLUSA;BLUSA;Unidad;KERLY 3273-3274-10-11-23;54,7;24,8;;;;;;;;;;;;0,00
TOP-ROSE/M;BLUSA;BLUSA;Unidad;KERLY 3273-3274-10-11-23;54,7;24,8;;;;;;;;;;;;0,00
TOP-ROSE/S;BLUSA;BLUSA;Unidad;KERLY 3273-3274-10-11-23;54,7;24,8;;;;;;;;;;;;0,00
TOP-SANDY/L;TOP / DAMAS;M. TOP P/DAMA  ROSA / AZUL;Unidad;20240624-KERLY LLERENA;68,61;32,56;;;;;;;;;;;;0,00
TOP-SANDY/M;TOP / DAMAS;M. TOP P/DAMA  ROSA / AZUL;Unidad;20240624-KERLY LLERENA;68,61;32,56;;1,00;;;;;;;;;;1,00
TOP-SANDY/S;TOP / DAMAS;M. TOP P/DAMA  ROSA / AZUL;Unidad;20240624-KERLY LLERENA;68,61;32,56;;2,00;;;;;1,00;;;;;3,00
TOP-SLEVES-BL/L;TOP / DAMAS;TOP SLEVES BLACK;Unidad;DRESS FORUM;;26,12;;1,00;;;;;;;;;;1,00
TOP-SLEVES-BL/M;TOP / DAMAS;TOP SLEVES BLACK;Unidad;DRESS FORUM;66;26,12;;2,00;;;;;;;;;;2,00
TOP-SLEVES-BL/S;TOP / DAMAS;TOP SLEVES BLACK;Unidad;DRESS FORUM;66;26,12;;2,00;;;;;;;;;;2,00
